"","awards","person","detail","result","year","url","X","Awardee","Gender"
"2859","Best Supporting Actress","Anna Paquin "," The Piano as Flora McGrath","winner",1994,"https://en.wikipedia.org/wiki/66th_Academy_Awards",23,"Person","Female"
"2860","Best Supporting Actress","Holly Hunter "," The Firm as Tamara ""Tammy"" Hemphill","nominated",1994,"https://en.wikipedia.org/wiki/66th_Academy_Awards",23,"Person","Female"
"2861","Best Supporting Actress","Rosie Perez "," Fearless as Carla Rodrigo","nominated",1994,"https://en.wikipedia.org/wiki/66th_Academy_Awards",23,"Person","Female"
"2862","Best Supporting Actress","Winona Ryder "," The Age of Innocence as May Welland","nominated",1994,"https://en.wikipedia.org/wiki/66th_Academy_Awards",23,"Person","Female"
"2863","Best Supporting Actress","Emma Thompson "," In the Name of the Father as Gareth Peirce","nominated",1994,"https://en.wikipedia.org/wiki/66th_Academy_Awards",23,"Person","Female"
"2864","Best Visual Effects","Jurassic Park "," Dennis Muren, Stan Winston, Phil Tippett and Michael Lantieri","winner",1994,"https://en.wikipedia.org/wiki/66th_Academy_Awards",24,"Film",""
"2865","Best Visual Effects","Cliffhanger "," Neil Krepela, John Richardson, John Bruno and Pamela Easley","nominated",1994,"https://en.wikipedia.org/wiki/66th_Academy_Awards",24,"Film",""
"2866","Best Visual Effects","The Nightmare Before Christmas "," Pete Kozachik, Eric Leighton, Ariel Velasco Shaw and Gordon Baker","nominated",1994,"https://en.wikipedia.org/wiki/66th_Academy_Awards",24,"Film",""
"2867","Best Actor","Al Pacino "," Scent of a Woman as Lieutenant Colonel Frank Slade","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",1,"Person","Male"
"2868","Best Actor","Robert Downey Jr. "," Chaplin as Charlie Chaplin","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",1,"Person","Male"
"2869","Best Actor","Clint Eastwood "," Unforgiven as William ""Will"" Munny","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",1,"Person","Male"
"2870","Best Actor","Stephen Rea "," The Crying Game as Fergus","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",1,"Person","Male"
"2871","Best Actor","Denzel Washington "," Malcolm X as Malcolm X","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",1,"Person","Male"
"2872","Best Actress","Emma Thompson "," Howards End as Margaret Schlegel","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",2,"Person","Female"
"2873","Best Actress","Catherine Deneuve "," Indochine as Éliane Devries","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",2,"Person","Female"
"2874","Best Actress","Mary McDonnell "," Passion Fish as May-Alice Culhane","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",2,"Person","Female"
"2875","Best Actress","Michelle Pfeiffer "," Love Field as Lurene Hallett","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",2,"Person","Female"
"2876","Best Actress","Susan Sarandon "," Lorenzo's Oil as Michaela Odone","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",2,"Person","Female"
"2877","Best Animated Short Film","Mona Lisa Descending a Staircase "," Joan C. Gratz","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",5,"Film",""
"2878","Best Animated Short Film","Adam "," Peter Lord","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",5,"Film",""
"2879","Best Animated Short Film","Reci, reci, reci "," Michaela Pavlátová","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",5,"Film",""
"2880","Best Animated Short Film","The Sandman "," Paul Berry","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",5,"Film",""
"2881","Best Animated Short Film","Screen Play "," Barry Purves","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",5,"Film",""
"2882","Best Art Direction","Howards End "," Art Direction: Luciana Arrighi; Set Decoration: Ian Whittaker","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",29,"Film",""
"2883","Best Art Direction","Bram Stoker's Dracula "," Art Direction: Thomas E. Sanders; Set Decoration: Garrett Lewis","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",29,"Film",""
"2884","Best Art Direction","Chaplin "," Art Direction: Stuart Craig; Set Decoration: Chris Butler","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",29,"Film",""
"2885","Best Art Direction","Toys "," Art Direction: Ferdinando Scarfiotti; Set Decoration: Linda DeScenna","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",29,"Film",""
"2886","Best Art Direction","Unforgiven "," Art Direction: Henry Bumstead; Set Decoration: Janice Blackie-Goodine","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",29,"Film",""
"2887","Best Cinematography","A River Runs Through It "," Philippe Rousselot","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",6,"Film",""
"2888","Best Cinematography","Hoffa "," Stephen H. Burum","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",6,"Film",""
"2889","Best Cinematography","Howards End "," Tony Pierce-Roberts","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",6,"Film",""
"2890","Best Cinematography","The Lover "," Robert Fraisse","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",6,"Film",""
"2891","Best Cinematography","Unforgiven "," Jack N. Green","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",6,"Film",""
"2892","Best Costume Design","Bram Stoker's Dracula "," Eiko Ishioka","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",7,"Film",""
"2893","Best Costume Design","Enchanted April "," Sheena Napier","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",7,"Film",""
"2894","Best Costume Design","Howards End "," Jenny Beavan and John Bright","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",7,"Film",""
"2895","Best Costume Design","Malcolm X "," Ruth E. Carter","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",7,"Film",""
"2896","Best Costume Design","Toys "," Albert Wolsky","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",7,"Film",""
"2897","Best Director","Clint Eastwood "," Unforgiven","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",8,"Person",""
"2898","Best Director","Neil Jordan "," The Crying Game","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",8,"Person",""
"2899","Best Director","James Ivory "," Howards End","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",8,"Person",""
"2900","Best Director","Robert Altman "," The Player","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",8,"Person",""
"2901","Best Director","Martin Brest "," Scent of a Woman","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",8,"Person",""
"2902","Best Documentary Feature","The Panama Deception "," Barbara Trent and David Kasper, producers","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",10,"Film",""
"2903","Best Documentary Feature","Changing Our Minds: The Story of Dr. Evelyn Hooker "," David Haugland, producer","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",10,"Film",""
"2904","Best Documentary Feature","Fires of Kuwait "," Sally Dundas, producer","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",10,"Film",""
"2905","Best Documentary Feature","Liberators: Fighting on Two Fronts in World War II "," William Miles and Nina Rosenblum, producers","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",10,"Film",""
"2906","Best Documentary Feature","Music for the Movies: Bernard Herrmann "," Margaret Smilow and Roma Baran, producers","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",10,"Film",""
"2907","Best Documentary Short Subject","Educating Peter "," Thomas C. Goodwin (posthumous award) and Gerardine Wurzburg, producers","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",31,"Film",""
"2908","Best Documentary Short Subject","At the Edge of Conquest: The Journey of Chief Wai-Wai "," Geoffrey O’Connor, producer","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",31,"Film",""
"2909","Best Documentary Short Subject","Beyond Imagining: Margaret Anderson and the ""Little Review"" "," Wendy Weinberg, producer","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",31,"Film",""
"2910","Best Documentary Short Subject","The Colours of My Father: A Portrait of Sam Borenstein "," Richard Elson and Sally Bochner, producers","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",31,"Film",""
"2911","Best Documentary Short Subject","When Abortion Was Illegal: Untold Stories "," Dorothy Fadiman, producer","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",31,"Film",""
"2912","Best Film Editing","Unforgiven "," Joel Cox","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",11,"Film",""
"2913","Best Film Editing","Basic Instinct "," Frank J. Urioste","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",11,"Film",""
"2914","Best Film Editing","The Crying Game "," Kant Pan","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",11,"Film",""
"2915","Best Film Editing","A Few Good Men "," Robert Leighton","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",11,"Film",""
"2916","Best Film Editing","The Player "," Geraldine Peroni","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",11,"Film",""
"2917","Best Foreign Language Film","Indochine (France) in French "," Régis Wargnier, director","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",12,"Film",""
"2918","Best Foreign Language Film","Daens (Belgium) in Dutch "," Stijn Coninx, director","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",12,"Film",""
"2919","Best Foreign Language Film","Schtonk! (Germany) in German "," Helmut Dietl, director","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",12,"Film",""
"2920","Best Foreign Language Film","Close to Eden (Russia) in Russian "," Nikita Mikhalkov, director","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",12,"Film",""
"2921","Best Foreign Language Film","A Place in the World (Uruguay) in Spanish  "," Adolfo Aristarain, director (nomination revoked)[A]","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",12,"Film",""
"2922","Best Live Action Short Film","Omnibus "," Sam Karmann","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",13,"Film",""
"2923","Best Live Action Short Film","Contact "," Jonathan Darby and Jana Sue Memel","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",13,"Film",""
"2924","Best Live Action Short Film","Cruise Control "," Matt Palmieri","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",13,"Film",""
"2925","Best Live Action Short Film","The Lady in Waiting "," Christian M. Taylor","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",13,"Film",""
"2926","Best Live Action Short Film","Swan Song "," Kenneth Branagh and David Parfitt","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",13,"Film",""
"2927","Best Makeup","Bram Stoker's Dracula "," Greg Cannom, Michele Burke and Matthew W. Mungle","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",30,"Film",""
"2928","Best Makeup","Batman Returns "," Ve Neill, Ronnie Specter and Stan Winston","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",30,"Film",""
"2929","Best Makeup","Hoffa "," Ve Neill, Greg Cannom and John Blake","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",30,"Film",""
"2930","Best Original Score","Aladdin "," Alan Menken","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",15,"Film",""
"2931","Best Original Score","Basic Instinct "," Jerry Goldsmith","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",15,"Film",""
"2932","Best Original Score","Chaplin "," John Barry","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",15,"Film",""
"2933","Best Original Score","Howards End "," Richard Robbins","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",15,"Film",""
"2934","Best Original Score","A River Runs Through It "," Mark Isham","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",15,"Film",""
"2935","Best Original Song","""A Whole New World"" from Aladdin "," Music by Alan Menken; Lyrics by Tim Rice","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",17,"Film",""
"2936","Best Original Song","""Friend Like Me"" from Aladdin "," Music by Alan Menken; Lyrics by Howard Ashman (posthumous nomination)","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",17,"Film",""
"2937","Best Original Song","""I Have Nothing"" from The Bodyguard "," Music by David Foster; Lyrics by Linda Thompson","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",17,"Film",""
"2938","Best Original Song","""Run to You"" from The Bodyguard "," Music by Jud Friedman; Lyrics by Allan Rich","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",17,"Film",""
"2939","Best Original Song","""Beautiful Maria of My Soul"" from The Mambo Kings "," Music by Robert Kraft; Lyrics by Arne Glimcher","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",17,"Film",""
"2940","Best Picture","Unforgiven "," Clint Eastwood, producer","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",18,"Film",""
"2941","Best Picture","The Crying Game "," Stephen Woolley, producer","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",18,"Film",""
"2942","Best Picture","A Few Good Men "," David Brown, Rob Reiner and Andrew Scheinman, producers","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",18,"Film",""
"2943","Best Picture","Howards End "," Ismail Merchant, producer","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",18,"Film",""
"2944","Best Picture","Scent of a Woman "," Martin Brest, producer","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",18,"Film",""
"2945","Best Screenplay Based on Material Previously Produced or Published","Howards End "," Ruth Prawer Jhabvala based on the novel by E.M. Forster","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",36,"Film",""
"2946","Best Screenplay Based on Material Previously Produced or Published","Enchanted April "," Peter Barnes based on the novel by Elizabeth von Arnim","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",36,"Film",""
"2947","Best Screenplay Based on Material Previously Produced or Published","The Player "," Michael Tolkin based on his novel","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",36,"Film",""
"2948","Best Screenplay Based on Material Previously Produced or Published","A River Runs Through It "," Richard Friedenberg based upon the story by Norman Maclean","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",36,"Film",""
"2949","Best Screenplay Based on Material Previously Produced or Published","Scent of a Woman "," Bo Goldman based on the novel Il Buio E Il Miele by Giovanni Arpino and the previous film Profumo di donna by Ruggero Maccari and Dino Risi","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",36,"Film",""
"2950","Best Screenplay Written Directly for the Screen","The Crying Game "," Neil Jordan","winner",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",41,"Film",""
"2951","Best Screenplay Written Directly for the Screen","Husbands and Wives "," Woody Allen","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",41,"Film",""
"2952","Best Screenplay Written Directly for the Screen","Lorenzo's Oil "," George Miller and Nick Enright","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",41,"Film",""
"2953","Best Screenplay Written Directly for the Screen","Passion Fish "," John Sayles","nominated",1993,"https://en.wikipedia.org/wiki/65th_Academy_Awards",41,"Film",""
